ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,channel_id,order_id,flags,ts_in_delta,sequence,symbol
2024-12-30T00:07:20.000000000Z,2024-12-30T00:07:20.000000000Z,160,1,29307,F,B,1.2504,1,4,44,0,0,44,6BH5
2024-12-30T00:07:30.000000000Z,2024-12-30T00:07:30.000000000Z,160,1,29307,A,A,1.2504,1,4,45,0,0,45,6BH5
2024-12-30T00:07:40.000000000Z,2024-12-30T00:07:40.000000000Z,160,1,29307,T,A,1.2502,1,4,46,0,0,46,6BH5
2024-12-30T00:07:50.000000000Z,2024-12-30T00:07:50.000000000Z,160,1,29307,F,B,1.25,1,4,47,0,0,47,6BH5
2024-12-30T00:08:00.000000000Z,2024-12-30T00:08:00.000000000Z,160,1,29307,T,A,1.2501,1,4,48,0,0,48,6BH5
2024-12-30T00:08:10.000000000Z,2024-12-30T00:08:10.000000000Z,160,1,29307,A,B,1.25,1,4,49,0,0,49,6BH5
2024-12-30T00:08:20.000000000Z,2024-12-30T00:08:20.000000000Z,160,1,29307,F,A,1.2499,2,4,50,0,0,50,6BH5
2024-12-30T00:08:30.000000000Z,2024-12-30T00:08:30.000000000Z,160,1,29307,A,B,1.2499,1,4,51,0,0,51,6BH5
2024-12-30T00:08:40.000000000Z,2024-12-30T00:08:40.000000000Z,160,1,29307,A,A,1.2497,1,4,52,0,0,52,6BH5
2024-12-30T00:08:50.000000000Z,2024-12-30T00:08:50.000000000Z,160,1,29307,T,B,1.2496,1,4,53,0,0,53,6BH5
2024-12-30T00:09:00.000000000Z,2024-12-30T00:09:00.000000000Z,160,1,29307,F,A,1.2496,1,4,54,0,0,54,6BH5
2024-12-30T00:09:10.000000000Z,2024-12-30T00:09:10.000000000Z,160,1,29307,A,B,1.2495,1,4,55,0,0,55,6BH5
2024-12-30T00:09:20.000000000Z,2024-12-30T00:09:20.000000000Z,160,1,29307,C,A,1.2493,2,4,56,0,0,56,6BH5
2024-12-30T00:09:30.000000000Z,2024-12-30T00:09:30.000000000Z,160,1,29307,T,A,1.2494,1,4,57,0,0,57,6BH5
2024-12-30T00:09:40.000000000Z,2024-12-30T00:09:40.000000000Z,160,1,29307,C,A,1.2495,2,4,58,0,0,58,6BH5
2024-12-30T00:09:50.000000000Z,2024-12-30T00:09:50.000000000Z,160,1,29307,A,A,1.2494,1,4,59,0,0,59,6BH5
2024-12-30T00:10:00.000000000Z,2024-12-30T00:10:00.000000000Z,160,1,29307,C,A,1.2495,1,4,60,0,0,60,6BH5
2024-12-30T00:10:10.000000000Z,2024-12-30T00:10:10.000000000Z,160,1,29307,F,A,1.2494,3,4,61,0,0,61,6BH5
2024-12-30T00:10:20.000000000Z,2024-12-30T00:10:20.000000000Z,160,1,29307,T,A,1.2494,1,4,62,0,0,62,6BH5
2024-12-30T00:10:30.000000000Z,2024-12-30T00:10:30.000000000Z,160,1,29307,F,A,1.2496,1,4,63,0,0,63,6BH5
2024-12-30T00:10:40.000000000Z,2024-12-30T00:10:40.000000000Z,160,1,29307,C,A,1.2497,1,4,64,0,0,64,6BH5
2024-12-30T00:10:50.000000000Z,2024-12-30T00:10:50.000000000Z,160,1,29307,C,B,1.2498,1,4,65,0,0,65,6BH5
2024-12-30T00:11:00.000000000Z,2024-12-30T00:11:00.000000000Z,160,1,29307,A,B,1.2496,2,4,66,0,0,66,6BH5
2024-12-30T00:11:10.000000000Z,2024-12-30T00:11:10.000000000Z,160,1,29307,C,A,1.2494,2,4,67,0,0,67,6BH5
2024-12-30T00:11:20.000000000Z,2024-12-30T00:11:20.000000000Z,160,1,29307,R,N,,0,4,68,0,0,68,6BH5
2024-12-30T00:11:30.000000000Z,2024-12-30T00:11:30.000000000Z,160,1,29307,A,A,1.2495,1,4,69,0,0,69,6BH5
2024-12-30T00:11:40.000000000Z,2024-12-30T00:11:40.000000000Z,160,1,29307,T,A,1.2494,1,4,70,0,0,70,6BH5
2024-12-30T00:11:50.000000000Z,2024-12-30T00:11:50.000000000Z,160,1,29307,T,B,1.2495,1,4,71,0,0,71,6BH5
2024-12-30T00:12:00.000000000Z,2024-12-30T00:12:00.000000000Z,160,1,29307,F,A,1.2496,2,4,72,0,0,72,6BH5
2024-12-30T00:12:10.000000000Z,2024-12-30T00:12:10.000000000Z,160,1,29307,T,A,1.2498,1,4,73,0,0,73,6BH5
2024-12-30T00:12:20.000000000Z,2024-12-30T00:12:20.000000000Z,160,1,29307,A,B,1.2497,1,4,74,0,0,74,6BH5
2024-12-30T00:12:30.000000000Z,2024-12-30T00:12:30.000000000Z,160,1,29307,F,B,1.2499,2,4,75,0,0,75,6BH5
2024-12-30T00:12:40.000000000Z,2024-12-30T00:12:40.000000000Z,160,1,29307,T,A,1.2497,1,4,76,0,0,76,6BH5
2024-12-30T00:12:50.000000000Z,2024-12-30T00:12:50.000000000Z,160,1,29307,A,B,1.2495,1,4,77,0,0,77,6BH5
2024-12-30T00:13:00.000000000Z,2024-12-30T00:13:00.000000000Z,160,1,29307,A,B,1.2496,2,4,78,0,0,78,6BH5
2024-12-30T00:13:10.000000000Z,2024-12-30T00:13:10.000000000Z,160,1,29307,C,A,1.2494,1,4,79,0,0,79,6BH5
2024-12-30T00:13:20.000000000Z,2024-12-30T00:13:20.000000000Z,160,1,29307,F,B,1.2493,1,4,80,0,0,80,6BH5
2024-12-30T00:13:30.000000000Z,2024-12-30T00:13:30.000000000Z,160,1,29307,A,B,1.2494,1,4,81,0,0,81,6BH5
2024-12-30T00:13:40.000000000Z,2024-12-30T00:13:40.000000000Z,160,1,29307,R,N,,0,4,82,0,0,82,6BH5
2024-12-30T00:13:50.000000000Z,2024-12-30T00:13:50.000000000Z,160,1,29307,T,B,1.2492,2,4,83,0,0,83,6BH5
2024-12-30T00:14:00.000000000Z,2024-12-30T00:14:00.000000000Z,160,1,29307,C,B,1.2491,1,4,84,0,0,84,6BH5
2024-12-30T00:14:10.000000000Z,2024-12-30T00:14:10.000000000Z,160,1,29307,C,A,1.2491,1,4,85,0,0,85,6BH5
2024-12-30T00:14:20.000000000Z,2024-12-30T00:14:20.000000000Z,160,1,29307,T,A,1.2491,1,4,86,0,0,86,6BH5
2024-12-30T00:14:30.000000000Z,2024-12-30T00:14:30.000000000Z,160,1,29307,C,A,1.2492,5,4,87,0,0,87,6BH5
2024-12-30T00:14:40.000000000Z,2024-12-30T00:14:40.000000000Z,160,1,29307,F,B,1.2493,1,4,88,0,0,88,6BH5
2024-12-30T00:14:50.000000000Z,2024-12-30T00:14:50.000000000Z,160,1,29307,A,A,1.2493,1,4,89,0,0,89,6BH5
2024-12-30T00:15:00.000000000Z,2024-12-30T00:15:00.000000000Z,160,1,29307,A,A,1.2494,1,4,90,0,0,90,6BH5
2024-12-30T00:15:10.000000000Z,2024-12-30T00:15:10.000000000Z,160,1,29307,C,B,1.2492,1,4,91,0,0,91,6BH5
2024-12-30T00:15:20.000000000Z,2024-12-30T00:15:20.000000000Z,160,1,29307,A,A,1.2491,1,4,92,0,0,92,6BH5
2024-12-30T00:15:30.000000000Z,2024-12-30T00:15:30.000000000Z,160,1,29307,A,A,1.2492,1,4,93,0,0,93,6BH5
2024-12-30T00:15:40.000000000Z,2024-12-30T00:15:40.000000000Z,160,1,29307,F,A,1.2491,1,4,94,0,0,94,6BH5
2024-12-30T00:15:50.000000000Z,2024-12-30T00:15:50.000000000Z,160,1,29307,R,N,,0,4,95,0,0,95,6BH5
2024-12-30T00:16:00.000000000Z,2024-12-30T00:16:00.000000000Z,160,1,29307,T,B,1.2493,2,4,96,0,0,96,6BH5
2024-12-30T00:16:10.000000000Z,2024-12-30T00:16:10.000000000Z,160,1,29307,F,A,1.2494,1,4,97,0,0,97,6BH5
2024-12-30T00:16:20.000000000Z,2024-12-30T00:16:20.000000000Z,160,1,29307,A,A,1.2494,1,4,98,0,0,98,6BH5
2024-12-30T00:16:30.000000000Z,2024-12-30T00:16:30.000000000Z,160,1,29307,C,B,1.2494,1,4,99,0,0,99,6BH5
2024-12-30T00:16:40.000000000Z,2024-12-30T00:16:40.000000000Z,160,1,29307,A,A,1.2493,2,4,100,0,0,100,6BH5
2024-12-30T00:16:50.000000000Z,2024-12-30T00:16:50.000000000Z,160,1,29307,C,B,1.2494,2,4,101,0,0,101,6BH5
2024-12-30T00:17:00.000000000Z,2024-12-30T00:17:00.000000000Z,160,1,29307,C,B,1.2494,1,4,102,0,0,102,6BH5
2024-12-30T00:17:10.000000000Z,2024-12-30T00:17:10.000000000Z,160,1,29307,C,B,1.2496,3,4,103,0,0,103,6BH5
2024-12-30T00:17:20.000000000Z,2024-12-30T00:17:20.000000000Z,160,1,29307,R,N,,0,4,104,0,0,104,6BH5
2024-12-30T00:17:30.000000000Z,2024-12-30T00:17:30.000000000Z,160,1,29307,A,B,1.2493,1,4,105,0,0,105,6BH5
2024-12-30T00:17:40.000000000Z,2024-12-30T00:17:40.000000000Z,160,1,29307,R,N,,0,4,106,0,0,106,6BH5
2024-12-30T00:17:50.000000000Z,2024-12-30T00:17:50.000000000Z,160,1,29307,R,N,,0,4,107,0,0,107,6BH5
2024-12-30T00:18:00.000000000Z,2024-12-30T00:18:00.000000000Z,160,1,29307,T,A,1.2495,1,4,108,0,0,108,6BH5
2024-12-30T00:18:10.000000000Z,2024-12-30T00:18:10.000000000Z,160,1,29307,A,A,1.2494,2,4,109,0,0,109,6BH5
2024-12-30T00:18:20.000000000Z,2024-12-30T00:18:20.000000000Z,160,1,29307,A,A,1.2495,1,4,110,0,0,110,6BH5
2024-12-30T00:18:30.000000000Z,2024-12-30T00:18:30.000000000Z,160,1,29307,A,A,1.2494,1,4,111,0,0,111,6BH5
2024-12-30T00:18:40.000000000Z,2024-12-30T00:18:40.000000000Z,160,1,29307,A,A,1.2495,1,4,112,0,0,112,6BH5
2024-12-30T00:18:50.000000000Z,2024-12-30T00:18:50.000000000Z,160,1,29307,T,A,1.2497,2,4,113,0,0,113,6BH5
2024-12-30T00:19:00.000000000Z,2024-12-30T00:19:00.000000000Z,160,1,29307,C,A,1.2496,1,4,114,0,0,114,6BH5
2024-12-30T00:19:10.000000000Z,2024-12-30T00:19:10.000000000Z,160,1,29307,A,B,1.2496,1,4,115,0,0,115,6BH5
2024-12-30T00:19:20.000000000Z,2024-12-30T00:19:20.000000000Z,160,1,29307,A,B,1.2498,1,4,116,0,0,116,6BH5
2024-12-30T00:19:30.000000000Z,2024-12-30T00:19:30.000000000Z,160,1,29307,C,B,1.25,2,4,117,0,0,117,6BH5
2024-12-30T00:19:40.000000000Z,2024-12-30T00:19:40.000000000Z,160,1,29307,T,B,1.25,1,4,118,0,0,118,6BH5
2024-12-30T00:19:50.000000000Z,2024-12-30T00:19:50.000000000Z,160,1,29307,T,A,1.25,1,4,119,0,0,119,6BH5
2024-12-30T00:20:00.000000000Z,2024-12-30T00:20:00.000000000Z,160,1,29307,A,B,1.2499,1,4,120,0,0,120,6BH5
2024-12-30T00:20:10.000000000Z,2024-12-30T00:20:10.000000000Z,160,1,29307,T,B,1.2499,5,4,121,0,0,121,6BH5
2024-12-30T00:20:20.000000000Z,2024-12-30T00:20:20.000000000Z,160,1,29307,T,B,1.25,2,4,122,0,0,122,6BH5
2024-12-30T00:20:30.000000000Z,2024-12-30T00:20:30.000000000Z,160,1,29307,T,B,1.2501,2,4,123,0,0,123,6BH5
2024-12-30T00:20:40.000000000Z,2024-12-30T00:20:40.000000000Z,160,1,29307,C,A,1.25,1,4,124,0,0,124,6BH5
2024-12-30T00:20:50.000000000Z,2024-12-30T00:20:50.000000000Z,160,1,29307,F,A,1.2499,1,4,125,0,0,125,6BH5
2024-12-30T00:21:00.000000000Z,2024-12-30T00:21:00.000000000Z,160,1,29307,C,A,1.2498,3,4,126,0,0,126,6BH5
2024-12-30T00:21:10.000000000Z,2024-12-30T00:21:10.000000000Z,160,1,29307,A,B,1.2497,1,4,127,0,0,127,6BH5
2024-12-30T00:21:20.000000000Z,2024-12-30T00:21:20.000000000Z,160,1,29307,C,A,1.2495,1,4,128,0,0,128,6BH5
2024-12-30T00:21:30.000000000Z,2024-12-30T00:21:30.000000000Z,160,1,29307,A,B,1.2495,1,4,129,0,0,129,6BH5
2024-12-30T00:21:40.000000000Z,2024-12-30T00:21:40.000000000Z,160,1,29307,C,A,1.2493,3,4,130,0,0,130,6BH5
2024-12-30T00:21:50.000000000Z,2024-12-30T00:21:50.000000000Z,160,1,29307,A,A,1.2492,1,4,131,0,0,131,6BH5
2024-12-30T00:22:00.000000000Z,2024-12-30T00:22:00.000000000Z,160,1,29307,A,A,1.2492,1,4,132,0,0,132,6BH5
2024-12-30T00:22:10.000000000Z,2024-12-30T00:22:10.000000000Z,160,1,29307,A,A,1.2491,2,4,133,0,0,133,6BH5
2024-12-30T00:22:20.000000000Z,2024-12-30T00:22:20.000000000Z,160,1,29307,C,A,1.2489,1,4,134,0,0,134,6BH5
2024-12-30T00:22:30.000000000Z,2024-12-30T00:22:30.000000000Z,160,1,29307,T,B,1.2488,1,4,135,0,0,135,6BH5
2024-12-30T00:22:40.000000000Z,2024-12-30T00:22:40.000000000Z,160,1,29307,T,A,1.2487,10,4,136,0,0,136,6BH5
2024-12-30T00:22:50.000000000Z,2024-12-30T00:22:50.000000000Z,160,1,29307,A,B,1.2487,5,4,137,0,0,137,6BH5
2024-12-30T00:23:00.000000000Z,2024-12-30T00:23:00.000000000Z,160,1,29307,A,B,1.2485,2,4,138,0,0,138,6BH5
2024-12-30T00:23:10.000000000Z,2024-12-30T00:23:10.000000000Z,160,1,29307,A,B,1.2486,1,4,139,0,0,139,6BH5
2024-12-30T00:23:20.000000000Z,2024-12-30T00:23:20.000000000Z,160,1,29307,F,B,1.2488,1,4,140,0,0,140,6BH5
2024-12-30T00:23:30.000000000Z,2024-12-30T00:23:30.000000000Z,160,1,29307,T,B,1.2489,3,4,141,0,0,141,6BH5
2024-12-30T00:23:40.000000000Z,2024-12-30T00:23:40.000000000Z,160,1,29307,C,A,1.2489,1,4,142,0,0,142,6BH5
2024-12-30T00:23:50.000000000Z,2024-12-30T00:23:50.000000000Z,160,1,29307,A,A,1.2491,2,4,143,0,0,143,6BH5
2024-12-30T00:24:00.000000000Z,2024-12-30T00:24:00.000000000Z,160,1,29307,A,A,1.2492,3,4,144,0,0,144,6BH5
2024-12-30T00:24:10.000000000Z,2024-12-30T00:24:10.000000000Z,160,1,29307,C,A,1.249,1,4,145,0,0,145,6BH5
2024-12-30T00:24:20.000000000Z,2024-12-30T00:24:20.000000000Z,160,1,29307,T,B,1.2489,2,4,146,0,0,146,6BH5
2024-12-30T00:24:30.000000000Z,2024-12-30T00:24:30.000000000Z,160,1,29307,T,A,1.2491,2,4,147,0,0,147,6BH5
2024-12-30T00:24:40.000000000Z,2024-12-30T00:24:40.000000000Z,160,1,29307,T,A,1.249,1,4,148,0,0,148,6BH5
2024-12-30T00:24:50.000000000Z,2024-12-30T00:24:50.000000000Z,160,1,29307,F,B,1.2488,1,4,149,0,0,149,6BH5
2024-12-30T00:25:00.000000000Z,2024-12-30T00:25:00.000000000Z,160,1,29307,T,B,1.2489,1,4,150,0,0,150,6BH5
2024-12-30T00:25:10.000000000Z,2024-12-30T00:25:10.000000000Z,160,1,29307,T,A,1.249,1,4,151,0,0,151,6BH5
2024-12-30T00:25:20.000000000Z,2024-12-30T00:25:20.000000000Z,160,1,29307,F,A,1.2489,1,4,152,0,0,152,6BH5
2024-12-30T00:25:30.000000000Z,2024-12-30T00:25:30.000000000Z,160,1,29307,C,B,1.2489,1,4,153,0,0,153,6BH5
2024-12-30T00:25:40.000000000Z,2024-12-30T00:25:40.000000000Z,160,1,29307,A,A,1.2488,2,4,154,0,0,154,6BH5
2024-12-30T00:25:50.000000000Z,2024-12-30T00:25:50.000000000Z,160,1,29307,A,A,1.2489,10,4,155,0,0,155,6BH5
2024-12-30T00:26:00.000000000Z,2024-12-30T00:26:00.000000000Z,160,1,29307,C,A,1.2488,1,4,156,0,0,156,6BH5
2024-12-30T00:26:10.000000000Z,2024-12-30T00:26:10.000000000Z,160,1,29307,A,A,1.2487,1,4,157,0,0,157,6BH5
2024-12-30T00:26:20.000000000Z,2024-12-30T00:26:20.000000000Z,160,1,29307,C,B,1.2488,1,4,158,0,0,158,6BH5
2024-12-30T00:26:30.000000000Z,2024-12-30T00:26:30.000000000Z,160,1,29307,C,B,1.2488,5,4,159,0,0,159,6BH5
2024-12-30T00:26:40.000000000Z,2024-12-30T00:26:40.000000000Z,160,1,29307,C,B,1.2489,1,4,160,0,0,160,6BH5
2024-12-30T00:26:50.000000000Z,2024-12-30T00:26:50.000000000Z,160,1,29307,R,N,,0,4,161,0,0,161,6BH5
2024-12-30T00:27:00.000000000Z,2024-12-30T00:27:00.000000000Z,160,1,29307,T,A,1.2488,3,4,162,0,0,162,6BH5
2024-12-30T00:27:10.000000000Z,2024-12-30T00:27:10.000000000Z,160,1,29307,A,A,1.2489,1,4,163,0,0,163,6BH5
2024-12-30T00:27:20.000000000Z,2024-12-30T00:27:20.000000000Z,160,1,29307,T,A,1.2488,3,4,164,0,0,164,6BH5
2024-12-30T00:27:30.000000000Z,2024-12-30T00:27:30.000000000Z,160,1,29307,F,A,1.2487,3,4,165,0,0,165,6BH5
2024-12-30T00:27:40.000000000Z,2024-12-30T00:27:40.000000000Z,160,1,29307,R,N,,0,4,166,0,0,166,6BH5
2024-12-30T00:27:50.000000000Z,2024-12-30T00:27:50.000000000Z,160,1,29307,F,A,1.2487,1,4,167,0,0,167,6BH5
2024-12-30T00:28:00.000000000Z,2024-12-30T00:28:00.000000000Z,160,1,29307,F,A,1.2489,1,4,168,0,0,168,6BH5
2024-12-30T00:28:10.000000000Z,2024-12-30T00:28:10.000000000Z,160,1,29307,A,B,1.2491,2,4,169,0,0,169,6BH5
2024-12-30T00:28:20.000000000Z,2024-12-30T00:28:20.000000000Z,160,1,29307,A,A,1.2491,1,4,170,0,0,170,6BH5
2024-12-30T00:28:30.000000000Z,2024-12-30T00:28:30.000000000Z,160,1,29307,R,N,,0,4,171,0,0,171,6BH5
2024-12-30T00:28:40.000000000Z,2024-12-30T00:28:40.000000000Z,160,1,29307,C,B,1.249,1,4,172,0,0,172,6BH5
2024-12-30T00:28:50.000000000Z,2024-12-30T00:28:50.000000000Z,160,1,29307,R,N,,0,4,173,0,0,173,6BH5
2024-12-30T00:29:00.000000000Z,2024-12-30T00:29:00.000000000Z,160,1,29307,F,B,1.249,1,4,174,0,0,174,6BH5
2024-12-30T00:29:10.000000000Z,2024-12-30T00:29:10.000000000Z,160,1,29307,R,N,,0,4,175,0,0,175,6BH5
2024-12-30T00:29:20.000000000Z,2024-12-30T00:29:20.000000000Z,160,1,29307,A,A,1.2491,1,4,176,0,0,176,6BH5
2024-12-30T00:29:30.000000000Z,2024-12-30T00:29:30.000000000Z,160,1,29307,C,B,1.2493,1,4,177,0,0,177,6BH5
2024-12-30T00:29:40.000000000Z,2024-12-30T00:29:40.000000000Z,160,1,29307,T,B,1.2494,1,4,178,0,0,178,6BH5
2024-12-30T00:29:50.000000000Z,2024-12-30T00:29:50.000000000Z,160,1,29307,A,A,1.2495,1,4,179,0,0,179,6BH5
2024-12-30T00:30:00.000000000Z,2024-12-30T00:30:00.000000000Z,160,1,29307,C,A,1.2494,1,4,180,0,0,180,6BH5
2024-12-30T00:30:10.000000000Z,2024-12-30T00:30:10.000000000Z,160,1,29307,T,B,1.2492,1,4,181,0,0,181,6BH5
2024-12-30T00:30:20.000000000Z,2024-12-30T00:30:20.000000000Z,160,1,29307,C,A,1.2491,1,4,182,0,0,182,6BH5
2024-12-30T00:30:30.000000000Z,2024-12-30T00:30:30.000000000Z,160,1,29307,R,N,,0,4,183,0,0,183,6BH5
2024-12-30T00:30:40.000000000Z,2024-12-30T00:30:40.000000000Z,160,1,29307,A,B,1.2488,1,4,184,0,0,184,6BH5
2024-12-30T00:30:50.000000000Z,2024-12-30T00:30:50.000000000Z,160,1,29307,F,B,1.2488,1,4,185,0,0,185,6BH5
2024-12-30T00:31:00.000000000Z,2024-12-30T00:31:00.000000000Z,160,1,29307,A,A,1.2488,1,4,186,0,0,186,6BH5
2024-12-30T00:31:10.000000000Z,2024-12-30T00:31:10.000000000Z,160,1,29307,C,B,1.2489,1,4,187,0,0,187,6BH5
2024-12-30T00:31:20.000000000Z,2024-12-30T00:31:20.000000000Z,160,1,29307,C,B,1.249,2,4,188,0,0,188,6BH5
2024-12-30T00:31:30.000000000Z,2024-12-30T00:31:30.000000000Z,160,1,29307,C,A,1.2488,1,4,189,0,0,189,6BH5
2024-12-30T00:31:40.000000000Z,2024-12-30T00:31:40.000000000Z,160,1,29307,C,B,1.249,3,4,190,0,0,190,6BH5
2024-12-30T00:31:50.000000000Z,2024-12-30T00:31:50.000000000Z,160,1,29307,F,B,1.2489,1,4,191,0,0,191,6BH5
2024-12-30T00:32:00.000000000Z,2024-12-30T00:32:00.000000000Z,160,1,29307,C,B,1.2489,5,4,192,0,0,192,6BH5
2024-12-30T00:32:10.000000000Z,2024-12-30T00:32:10.000000000Z,160,1,29307,C,B,1.2489,1,4,193,0,0,193,6BH5
2024-12-30T00:32:20.000000000Z,2024-12-30T00:32:20.000000000Z,160,1,29307,A,B,1.249,1,4,194,0,0,194,6BH5
2024-12-30T00:32:30.000000000Z,2024-12-30T00:32:30.000000000Z,160,1,29307,C,A,1.2488,1,4,195,0,0,195,6BH5
